1.000E-02 4.000E+00 0.400E+00 8.076E+04  1.750E+05 3.000E+04 1.000E+02 1.000E-00 3.350E+02 1.000E-06 1202  
  418       0.4358974397182465       0.2542372941970825
  419       0.4615384638309479       0.2542372941970825
  420       0.4871794879436493       0.2542372941970825
  421       0.5128205418586731       0.2542372941970825
  422       0.5384615659713745       0.2542372941970825
  423       0.5641025900840759       0.2542372941970825
  454       0.3333333432674408       0.2796610146760941
  455       0.3589743673801422       0.2796610146760941
  456       0.3846153914928436       0.2796610146760941
  457       0.4102564156055450       0.2796610146760941
  458       0.4358974397182465       0.2796610146760941
  459       0.4615384638309479       0.2796610146760941
  460       0.4871794879436493       0.2796610146760941
  461       0.5128205418586731       0.2796610146760941
  462       0.5384615659713745       0.2796610146760941
  463       0.5641025900840759       0.2796610146760941
  464       0.5897436141967773       0.2796610146760941
  465       0.6153846383094788       0.2796610146760941
  466       0.6410256624221802       0.2796610146760941
  467       0.6666666865348816       0.2796610146760941
  492       0.2820512950420380       0.3050847351551056
  493       0.3076923191547394       0.3050847351551056
  494       0.3333333432674408       0.3050847351551056
  495       0.3589743673801422       0.3050847351551056
  496       0.3846153914928436       0.3050847351551056
  497       0.4102564156055450       0.3050847351551056
  498       0.4358974397182465       0.3050847351551056
  499       0.4615384638309479       0.3050847351551056
  500       0.4871794879436493       0.3050847351551056
  501       0.5128205418586731       0.3050847351551056
  502       0.5384615659713745       0.3050847351551056
  503       0.5641025900840759       0.3050847351551056
  504       0.5897436141967773       0.3050847351551056
  505       0.6153846383094788       0.3050847351551056
  506       0.6410256624221802       0.3050847351551056
  507       0.6666666865348816       0.3050847351551056
  508       0.6923077106475830       0.3050847351551056
  509       0.7179487347602844       0.3050847351551056
  530       0.2307692319154739       0.3305084779858589
  531       0.2564102709293365       0.3305084779858589
  532       0.2820512950420380       0.3305084779858589
  533       0.3076923191547394       0.3305084779858589
  534       0.3333333432674408       0.3305084779858589
  535       0.3589743673801422       0.3305084779858589
  536       0.3846153914928436       0.3305084779858589
  537       0.4102564156055450       0.3305084779858589
  538       0.4358974397182465       0.3305084779858589
  539       0.4615384638309479       0.3305084779858589
  540       0.4871794879436493       0.3305084779858589
  541       0.5128205418586731       0.3305084779858589
  542       0.5384615659713745       0.3305084779858589
  543       0.5641025900840759       0.3305084779858589
  544       0.5897436141967773       0.3305084779858589
  545       0.6153846383094788       0.3305084779858589
  546       0.6410256624221802       0.3305084779858589
  547       0.6666666865348816       0.3305084779858589
  548       0.6923077106475830       0.3305084779858589
  549       0.7179487347602844       0.3305084779858589
  550       0.7435897588729858       0.3305084779858589
  551       0.7692307829856873       0.3305084779858589
  569       0.2051282078027725       0.3559321984648705
  570       0.2307692319154739       0.3559321984648705
  571       0.2564102709293365       0.3559321984648705
  572       0.2820512950420380       0.3559321984648705
  573       0.3076923191547394       0.3559321984648705
  574       0.3333333432674408       0.3559321984648705
  575       0.3589743673801422       0.3559321984648705
  576       0.3846153914928436       0.3559321984648705
  577       0.4102564156055450       0.3559321984648705
  578       0.4358974397182465       0.3559321984648705
  579       0.4615384638309479       0.3559321984648705
  580       0.4871794879436493       0.3559321984648705
  581       0.5128205418586731       0.3559321984648705
  582       0.5384615659713745       0.3559321984648705
  583       0.5641025900840759       0.3559321984648705
