1.000E-02 3.000E+00 0.400E+00 8.076E+04  1.750E+05 3.000E+04 1.000E+02 1.000E-00 3.350E+02 1.000E-06 594  
    1       0.0000000000000000       0.0000000000000000
    2       0.0526315793395042       0.0000000000000000
    3       0.1052631586790085       0.0000000000000000
    4       0.1578947305679321       0.0000000000000000
    5       0.2105263173580170       0.0000000000000000
    6       0.2631579041481018       0.0000000000000000
    7       0.3157894611358643       0.0000000000000000
    8       0.3684210479259491       0.0000000000000000
    9       0.4210526347160339       0.0000000000000000
   10       0.4736842215061188       0.0000000000000000
   11       0.5263158082962036       0.0000000000000000
   12       0.5789473652839661       0.0000000000000000
   13       0.6315789222717285       0.0000000000000000
   14       0.6842105388641357       0.0000000000000000
   15       0.7368420958518982       0.0000000000000000
   16       0.7894737124443054       0.0000000000000000
   17       0.8421052694320679       0.0000000000000000
   18       0.8947368264198303       0.0000000000000000
   19       0.9473684430122375       0.0000000000000000
   20       1.0000000000000000       0.0000000000000000
   21       0.0000000000000000       0.0517241377383471
   22       0.0526315793395042       0.0517241377383471
   23       0.1052631586790085       0.0517241377383471
   24       0.1578947305679321       0.0517241377383471
   25       0.2105263173580170       0.0517241377383471
   26       0.2631579041481018       0.0517241377383471
   27       0.3157894611358643       0.0517241377383471
   28       0.3684210479259491       0.0517241377383471
   29       0.4210526347160339       0.0517241377383471
   30       0.4736842215061188       0.0517241377383471
   31       0.5263158082962036       0.0517241377383471
   32       0.5789473652839661       0.0517241377383471
   33       0.6315789222717285       0.0517241377383471
   34       0.6842105388641357       0.0517241377383471
   35       0.7368420958518982       0.0517241377383471
   36       0.7894737124443054       0.0517241377383471
   37       0.8421052694320679       0.0517241377383471
   38       0.8947368264198303       0.0517241377383471
   39       0.9473684430122375       0.0517241377383471
   40       1.0000000000000000       0.0517241377383471
   41       0.0000000000000000       0.1034482754766941
   42       0.0526315793395042       0.1034482754766941
   43       0.1052631586790085       0.1034482754766941
   44       0.1578947305679321       0.1034482754766941
   45       0.2105263173580170       0.1034482754766941
   46       0.2631579041481018       0.1034482754766941
   47       0.3157894611358643       0.1034482754766941
   48       0.3684210479259491       0.1034482754766941
   49       0.4210526347160339       0.1034482754766941
   50       0.4736842215061188       0.1034482754766941
   51       0.5263158082962036       0.1034482754766941
   52       0.5789473652839661       0.1034482754766941
   53       0.6315789222717285       0.1034482754766941
   54       0.6842105388641357       0.1034482754766941
   55       0.7368420958518982       0.1034482754766941
   56       0.7894737124443054       0.1034482754766941
   57       0.8421052694320679       0.1034482754766941
   58       0.8947368264198303       0.1034482754766941
   59       0.9473684430122375       0.1034482754766941
   60       1.0000000000000000       0.1034482754766941
   61       0.0000000000000000       0.1551724188029766
   62       0.0526315793395042       0.1551724188029766
   63       0.1052631586790085       0.1551724188029766
   64       0.1578947305679321       0.1551724188029766
   65       0.2105263173580170       0.1551724188029766
   66       0.2631579041481018       0.1551724188029766
   67       0.3157894611358643       0.1551724188029766
   68       0.3684210479259491       0.1551724188029766
   69       0.4210526347160339       0.1551724188029766
   70       0.4736842215061188       0.1551724188029766
   71       0.5263158082962036       0.1551724188029766
   72       0.5789473652839661       0.1551724188029766
   73       0.6315789222717285       0.1551724188029766
   74       0.6842105388641357       0.1551724188029766
   75       0.7368420958518982       0.1551724188029766
   76       0.7894737124443054       0.1551724188029766
   77       0.8421052694320679       0.1551724188029766
   78       0.8947368264198303       0.1551724188029766
   79       0.9473684430122375       0.1551724188029766
   80       1.0000000000000000       0.1551724188029766
   81       0.0000000000000000       0.2068965509533882
   82       0.0526315793395042       0.2068965509533882
   83       0.1052631586790085       0.2068965509533882
   84       0.1578947305679321       0.2068965509533882
   85       0.2105263173580170       0.2068965509533882
   86       0.2631579041481018       0.2068965509533882
   87       0.3157894611358643       0.2068965509533882
   88       0.3684210479259491       0.2068965509533882
   89       0.4210526347160339       0.2068965509533882
   90       0.4736842215061188       0.2068965509533882
   91       0.5263158082962036       0.2068965509533882
   92       0.5789473652839661       0.2068965509533882
   93       0.6315789222717285       0.2068965509533882
   94       0.6842105388641357       0.2068965509533882
   95       0.7368420958518982       0.2068965509533882
   96       0.7894737124443054       0.2068965509533882
   97       0.8421052694320679       0.2068965509533882
   98       0.8947368264198303       0.2068965509533882
   99       0.9473684430122375       0.2068965509533882
  100       1.0000000000000000       0.2068965509533882
  101       0.0000000000000000       0.2586206942796707
  102       0.0526315793395042       0.2586206942796707
  103       0.1052631586790085       0.2586206942796707
  104       0.1578947305679321       0.2586206942796707
  105       0.2105263173580170       0.2586206942796707
  106       0.2631579041481018       0.2586206942796707
  107       0.3157894611358643       0.2586206942796707
  108       0.3684210479259491       0.2586206942796707
  109       0.4210526347160339       0.2586206942796707
  110       0.4736842215061188       0.2586206942796707
  111       0.5263158082962036       0.2586206942796707
  112       0.5789473652839661       0.2586206942796707
  113       0.6315789222717285       0.2586206942796707
  114       0.6842105388641357       0.2586206942796707
  115       0.7368420958518982       0.2586206942796707
  116       0.7894737124443054       0.2586206942796707
  117       0.8421052694320679       0.2586206942796707
  118       0.8947368264198303       0.2586206942796707
  119       0.9473684430122375       0.2586206942796707
  120       1.0000000000000000       0.2586206942796707
  121       0.0000000000000000       0.3103448376059532
  122       0.0526315793395042       0.3103448376059532
  123       0.1052631586790085       0.3103448376059532
  124       0.1578947305679321       0.3103448376059532
  125       0.2105263173580170       0.3103448376059532
  126       0.2631579041481018       0.3103448376059532
  127       0.3157894611358643       0.3103448376059532
  128       0.3684210479259491       0.3103448376059532
  129       0.4210526347160339       0.3103448376059532
  130       0.4736842215061188       0.3103448376059532
  131       0.5263158082962036       0.3103448376059532
  132       0.5789473652839661       0.3103448376059532
  133       0.6315789222717285       0.3103448376059532
  134       0.6842105388641357       0.3103448376059532
  135       0.7368420958518982       0.3103448376059532
  136       0.7894737124443054       0.3103448376059532
  137       0.8421052694320679       0.3103448376059532
  138       0.8947368264198303       0.3103448376059532
  139       0.9473684430122375       0.3103448376059532
  140       1.0000000000000000       0.3103448376059532
  141       0.0000000000000000       0.3620689585804939
  142       0.0526315793395042       0.3620689585804939
  143       0.1052631586790085       0.3620689585804939
  144       0.1578947305679321       0.3620689585804939
  145       0.2105263173580170       0.3620689585804939
  146       0.2631579041481018       0.3620689585804939
  147       0.3157894611358643       0.3620689585804939
  148       0.3684210479259491       0.3620689585804939
  149       0.4210526347160339       0.3620689585804939
  150       0.4736842215061188       0.3620689585804939
  151       0.5263158082962036       0.3620689585804939
  152       0.5789473652839661       0.3620689585804939
  153       0.6315789222717285       0.3620689585804939
  154       0.6842105388641357       0.3620689585804939
  155       0.7368420958518982       0.3620689585804939
  156       0.7894737124443054       0.3620689585804939
  157       0.8421052694320679       0.3620689585804939
  158       0.8947368264198303       0.3620689585804939
  159       0.9473684430122375       0.3620689585804939
  160       1.0000000000000000       0.3620689585804939
  161       0.0000000000000000       0.4137931019067764
