1.000E-01 0.500E+00 0.400E+00 8.076E+04  1.750E+05 3.000E+04 1.000E+02 1.000E+01 3.350E+02 1.000E-06 927
  935       0.8728936082285410       0.0003187455043840
  936       0.9125502904654428       0.0073112913870403
  937       0.9522069727023446       0.0143038372696966
  938       0.9918636549392463       0.0212963831523529
 1080       0.6676176472800355       0.0050127203401731
 1081       0.7072743295169373       0.0120052662228294
 1082       0.7469310117538390       0.0189978121054857
 1083       0.7865876939907408       0.0259903579881420
 1084       0.8262443762276424       0.0329829038707983
 1085       0.8659010584645441       0.0399754497534541
 1086       0.9055577407014459       0.0469679956361104
 1087       0.9452144229383477       0.0539605415187667
 1088       0.9848711051752495       0.0609530874014230
 1224       0.4226849199272955       0.0027141117557745
 1225       0.4623416902128703       0.0097066731637936
 1226       0.5019983724497723       0.0166992190464499
 1227       0.5416550546866741       0.0236917649291062
 1228       0.5813117369235756       0.0306843108117620
 1229       0.6209684191604774       0.0376768566944183
 1230       0.6606251013973792       0.0446694025770746
 1231       0.7002817836342810       0.0516619484597309
 1232       0.7399384658711827       0.0586544943423872
 1233       0.7795951481080845       0.0656470402250435
 1234       0.8192518303449861       0.0726395861076998
 1235       0.8589085125818878       0.0796321319903557
 1236       0.8985651948187896       0.0866246778730120
 1237       0.9382218770556914       0.0936172237556683
 1238       0.9778785592925932       0.1006097696383246
 1368       0.1777522806232286       0.0004155186967387
 1369       0.2174089628601306       0.0074080645793950
 1370       0.2570656450970321       0.0144006104620513
 1371       0.2967223273339341       0.0213931563447076
 1372       0.3363790095708357       0.0283857022273639
 1373       0.3760356918077372       0.0353782481100202
 1374       0.4156923740446392       0.0423707939926765
 1375       0.4553491443302140       0.0493633554006956
 1376       0.4950058265671160       0.0563559012833519
 1377       0.5346625088040180       0.0633484471660082
 1378       0.5743191910409196       0.0703409930486640
 1379       0.6139758732778211       0.0773335389313203
 1380       0.6536325555147231       0.0843260848139766
 1381       0.6932892377516247       0.0913186306966329
 1382       0.7329459199885267       0.0983111765792892
 1383       0.7726026022254282       0.1053037224619455
 1384       0.8122592844623298       0.1122962683446018
 1385       0.8519159666992318       0.1192888142272577
 1386       0.8915726489361333       0.1262813601099140
 1387       0.9312293311730353       0.1332739059925703
 1388       0.9708860134099369       0.1402664518752266
 1514       0.0121330057929658       0.0121020174030155
 1515       0.0517896880298674       0.0190945632856718
 1516       0.0914463702667689       0.0260871091683281
 1517       0.1311030525036709       0.0330796550509844
 1518       0.1707597347405725       0.0400722009336403
 1519       0.2104164169774745       0.0470647468162966
 1520       0.2500730992143760       0.0540572926989529
 1521       0.2897297814512780       0.0610498385816092
 1522       0.3293864636881796       0.0680423844642655
 1523       0.3690431459250811       0.0750349303469218
 1524       0.4086998281619831       0.0820274762295781
 1525       0.4483565984475579       0.0890200376375971
 1526       0.4880132806844599       0.0960125835202534
 1527       0.5276699629213617       0.1030051294029097
 1528       0.5673266451582633       0.1099976752855656
 1529       0.6069833273951650       0.1169902211682219
 1530       0.6466400096320668       0.1239827670508782
 1531       0.6862966918689686       0.1309753129335345
 1532       0.7259533741058704       0.1379678588161908
 1533       0.7656100563427721       0.1449604046988471
 1534       0.8052667385796737       0.1519529505815034
 1535       0.8449234208165755       0.1589454964641592
 1536       0.8845801030534772       0.1659380423468155
 1537       0.9242367852903790       0.1729305882294718
 1538       0.9638934675272808       0.1799231341121281
 1664       0.0051404599103095       0.0517586996399175
 1665       0.0447971421472111       0.0587512455225738
 1666       0.0844538243841126       0.0657437914052301
 1667       0.1241105066210146       0.0727363372878864
 1668       0.1637671888579162       0.0797288831705423
 1669       0.2034238710948182       0.0867214290531986
 1670       0.2430805533317197       0.0937139749358549
 1671       0.2827372355686217       0.1007065208185112
 1672       0.3223939178055233       0.1076990667011675
 1673       0.3620506000424248       0.1146916125838238
 1674       0.4017072822793268       0.1216841584664801
 1675       0.4413640525649016       0.1286767198744991
 1676       0.4810207348018036       0.1356692657571554
 1677       0.5206774170387054       0.1426618116398117
 1678       0.5603340992756070       0.1496543575224676
 1679       0.5999907815125087       0.1566469034051239
 1680       0.6396474637494105       0.1636394492877802
 1681       0.6793041459863123       0.1706319951704365
 1682       0.7189608282232141       0.1776245410530928
 1683       0.7586175104601158       0.1846170869357491
 1684       0.7982741926970174       0.1916096328184054
 1685       0.8379308749339192       0.1986021787010612
 1686       0.8775875571708209       0.2055947245837175
 1687       0.9172442394077227       0.2125872704663738
 1688       0.9569009216446245       0.2195798163490301
 1689       0.9965576038815260       0.2265723622316864
 1815       0.0378045962645548       0.0984079277594754
 1816       0.0774612785014563       0.1054004736421317
 1817       0.1171179607383583       0.1123930195247880
 1818       0.1567746429752599       0.1193855654074438
 1819       0.1964313252121619       0.1263781112901001
 1820       0.2360880074490634       0.1333706571727564
 1821       0.2757446896859654       0.1403632030554127
 1822       0.3154013719228670       0.1473557489380690
 1823       0.3550580541597685       0.1543482948207253
 1824       0.3947147363966705       0.1613408407033816
 1825       0.4343715066822453       0.1683334021114007
 1826       0.4740281889191473       0.1753259479940570
 1827       0.5136848711560491       0.1823184938767133
 1828       0.5533415533929507       0.1893110397593691
 1829       0.5929982356298524       0.1963035856420254
 1830       0.6326549178667542       0.2032961315246817
 1831       0.6723116001036560       0.2102886774073380
 1832       0.7119682823405578       0.2172812232899943
 1833       0.7516249645774595       0.2242737691726506
 1834       0.7912816468143611       0.2312663150553069
 1835       0.8309383290512629       0.2382588609379628
 1836       0.8705950112881646       0.2452514068206191
 1837       0.9102516935250664       0.2522439527032754
 1838       0.9499083757619682       0.2592364985859317
 1839       0.9895650579988697       0.2662290444685880
 1965       0.0308120426192171       0.1380646540207140
 1966       0.0704687248561187       0.1450571999033703
 1967       0.1101254070930207       0.1520497457860266
 1968       0.1497820893299222       0.1590422916686824
 1969       0.1894387715668242       0.1660348375513387
 1970       0.2290954538037258       0.1730273834339950
 1971       0.2687521360406278       0.1800199293166513
 1972       0.3084088182775293       0.1870124751993076
 1973       0.3480655005144309       0.1940050210819639
 1974       0.3877221827513329       0.2009975669646202
 1975       0.4273789530369076       0.2079901283726393
 1976       0.4670356352738096       0.2149826742552956
 1977       0.5066923175107114       0.2219752201379519
 1978       0.5463489997476130       0.2289677660206078
 1979       0.5860056819845147       0.2359603119032641
 1980       0.6256623642214165       0.2429528577859204
 1981       0.6653190464583183       0.2499454036685766
 1982       0.7049757286952201       0.2569379495512329
 1983       0.7446324109321218       0.2639304954338892
 1984       0.7842890931690234       0.2709230413165455
 1985       0.8239457754059252       0.2779155871992014
 1986       0.8636024576428269       0.2849081330818577
 1987       0.9032591398797287       0.2919006789645140
 1988       0.9429158221166305       0.2988932248471703
 1989       0.9825725043535321       0.3058857707298266
 2115       0.0238194967365608       0.1777213362576155
 2116       0.0634761789734624       0.1847138821402718
 2117       0.1031328612103644       0.1917064280229281
 2118       0.1427895434472659       0.1986989739055840
 2119       0.1824462256841679       0.2056915197882403
 2120       0.2221029079210695       0.2126840656708966
 2121       0.2617595901579715       0.2196766115535529
 2122       0.3014162723948730       0.2266691574362092
 2123       0.3410729546317746       0.2336617033188655
 2124       0.3807296368686766       0.2406542492015218
 2125       0.4203864071542514       0.2476468106095409
 2126       0.4600430893911533       0.2546393564921972
 2127       0.4996997716280551       0.2616319023748535
 2128       0.5393564538649567       0.2686244482575093
 2129       0.5790131361018584       0.2756169941401656
 2130       0.6186698183387602       0.2826095400228219
 2131       0.6583265005756620       0.2896020859054782
 2132       0.6979831828125638       0.2965946317881345
 2133       0.7376398650494655       0.3035871776707908
 2134       0.7772965472863671       0.3105797235534471
 2135       0.8169532295232689       0.3175722694361029
 2136       0.8566099117601707       0.3245648153187592
 2137       0.8962665939970724       0.3315573612014155
 2138       0.9359232762339742       0.3385499070840718
 2139       0.9755799584708758       0.3455424529667281
