1.000E-01 0.500E+00 0.400E+00 8.076E+04  1.750E+05 3.000E+04 1.000E+02 1.000E+01 3.350E+02 1.000E-06 927
 8729       0.9839315557080202       0.0131930999622549
 8730       0.9977041953427870       0.0510330595479958
 8879       0.9460916801373318       0.0269657090179976
 8880       0.9598643197720986       0.0648056686037384
 8881       0.9736369594068659       0.1026456281894792
 8882       0.9874095990416332       0.1404855877752198
 9028       0.8944789969017712       0.0028984196460482
 9029       0.9082516365365385       0.0407383792317890
 9030       0.9220242761713053       0.0785783388175298
 9031       0.9357969158060726       0.1164182984032707
 9032       0.9495695554408399       0.1542582579890113
 9033       0.9633421950756067       0.1920982175747521
 9034       0.9771148347103735       0.2299381771604929
 9035       0.9908874743451408       0.2677781367462335
 9178       0.8566391213310829       0.0166710287017908
 9179       0.8704117609658502       0.0545109882875319
 9180       0.8841844006006170       0.0923509478732725
 9181       0.8979570402353843       0.1301909074590135
 9182       0.9117296798701515       0.1680308670447541
 9183       0.9255023195049183       0.2058708266304947
 9184       0.9392749591396852       0.2437107862162358
 9185       0.9530475987744524       0.2815507458019764
 9186       0.9668202384092197       0.3193907053877170
 9187       0.9805928780439865       0.3572306649734580
 9188       0.9943655176787534       0.3950706245591986
 9328       0.8187990777302896       0.0304436989155823
 9329       0.8325717173650569       0.0682836585013231
 9330       0.8463443569998237       0.1061236180870639
 9331       0.8601169966345910       0.1439635776728048
 9332       0.8738896362693582       0.1818035372585454
 9333       0.8876622759041251       0.2196434968442862
 9334       0.9014349155388919       0.2574834564300270
 9335       0.9152075551736591       0.2953234160157676
 9336       0.9289801948084264       0.3331633756015084
 9337       0.9427528344431932       0.3710033351872493
 9338       0.9565254740779601       0.4088432947729901
 9339       0.9702981137127273       0.4466832543587307
 9340       0.9840707839265188       0.4845232979595240
 9341       0.9978433929822614       0.5223631735302123
 9477       0.7671865625248344       0.0063763483855845
 9478       0.7809592021596012       0.0442163079713251
 9479       0.7947318417943690       0.0820562675570660
 9480       0.8085044814291358       0.1198962271428068
 9481       0.8222771210639026       0.1577361867285476
 9482       0.8360497606986703       0.1955761463142882
 9483       0.8498224003334371       0.2334161059000290
 9484       0.8635950399682040       0.2712560654857699
 9485       0.8773676796029708       0.3090960250715105
 9486       0.8911403192377385       0.3469359846572513
 9487       0.9049129588725053       0.3847759442429921
 9488       0.9186855985072722       0.4226159038287329
 9489       0.9324582381420390       0.4604558634144735
 9490       0.9462309083558305       0.4982959070152668
 9491       0.9600035174115735       0.5361357825859552
 9492       0.9737761876253650       0.5739758261867485
 9493       0.9875487966811072       0.6118157017574366
 9627       0.7293465189240411       0.0201490185993758
 9628       0.7431191585588079       0.0579889781851164
 9629       0.7568917981935757       0.0958289377708572
 9630       0.7706644378283425       0.1336688973565980
 9631       0.7844370774631093       0.1715088569423389
 9632       0.7982097170978770       0.2093488165280795
 9633       0.8119823567326439       0.2471887761138203
 9634       0.8257549963674107       0.2850287356995611
 9635       0.8395276360021775       0.3228686952853017
 9636       0.8533002756369452       0.3607086548710425
 9637       0.8670729152717120       0.3985486144567834
 9638       0.8808455549064789       0.4363885740425242
 9639       0.8946181945412457       0.4742285336282648
 9640       0.9083908647550372       0.5120685772290581
 9641       0.9221634738107802       0.5499084527997464
 9642       0.9359361440245717       0.5877484964005397
 9643       0.9497087530803139       0.6255883719712279
 9644       0.9634814232941054       0.6634284155720211
 9645       0.9772540323498484       0.7012682911427093
 9646       0.9910267025636399       0.7391083347435026
 9777       0.6915066433533532       0.0339216276551186
 9778       0.7052792829881200       0.0717615872408592
 9779       0.7190519226228873       0.1096015468266001
 9780       0.7328245622576541       0.1474415064123409
 9781       0.7465972018924214       0.1852814659980817
 9782       0.7603698415271887       0.2231214255838223
 9783       0.7741424811619555       0.2609613851695631
 9784       0.7879151207967223       0.2988013447553040
 9785       0.8016877604314896       0.3366413043410446
 9786       0.8154604000662569       0.3744812639267854
 9787       0.8292330397010237       0.4123212235125262
 9788       0.8430056793357905       0.4501611830982670
 9789       0.8567783189705578       0.4880011426840076
 9790       0.8705509891843493       0.5258411862848009
 9791       0.8843235982400919       0.5636810618554893
 9792       0.8980962684538834       0.6015211054562826
 9793       0.9118688775096260       0.6393609810269707
 9794       0.9256415477234174       0.6772010246277640
 9795       0.9394141567791601       0.7150409001984521
 9796       0.9531868269929515       0.7528809437992454
 9797       0.9669594360486942       0.7907208193699338
 9798       0.9807321062624856       0.8285608629707271
 9799       0.9945047764762771       0.8664009065715204
 9926       0.6398939601177926       0.0098543382831691
 9927       0.6536665997525599       0.0476942978689099
 9928       0.6674392393873267       0.0855342574546505
 9929       0.6812118790220940       0.1233742170403913
 9930       0.6949845186568608       0.1612141766261321
 9931       0.7087571582916281       0.1990541362118730
 9932       0.7225297979263954       0.2368940957976136
 9933       0.7363024375611622       0.2747340553833544
 9934       0.7500750771959290       0.3125740149690952
 9935       0.7638477168306963       0.3504139745548358
 9936       0.7776203564654636       0.3882539341405766
 9937       0.7913929961002304       0.4260938937263175
 9938       0.8051656357349972       0.4639338533120583
 9939       0.8189382753697645       0.5017738128977989
 9940       0.8327109455835560       0.5396138564985922
 9941       0.8464835546392986       0.5774537320692805
 9942       0.8602562248530901       0.6152937756700738
 9943       0.8740288339088327       0.6531336512407619
 9944       0.8878015041226242       0.6909736948415552
 9945       0.9015741131783668       0.7288135704122434
 9946       0.9153467833921582       0.7666536140130367
 9947       0.9291193924479009       0.8044934895837250
 9948       0.9428920626616923       0.8423335331845183
 9949       0.9566647328754838       0.8801735767853116
 9950       0.9704373419312264       0.9180134523560000
 9951       0.9842100121450179       0.9558534959567933
 9952       0.9979826212007605       0.9936933715274812
10076       0.6020539165169994       0.0236270084969603
10077       0.6158265561517666       0.0614669680827011
10078       0.6295991957865334       0.0993069276684417
10079       0.6433718354213007       0.1371468872541826
10080       0.6571444750560675       0.1749868468399234
10081       0.6709171146908348       0.2128268064256642
10082       0.6846897543256021       0.2506667660114048
10083       0.6984623939603689       0.2885067255971456
10084       0.7122350335951357       0.3263466851828865
10085       0.7260076732299030       0.3641866447686271
10086       0.7397803128646703       0.4020266043543679
10087       0.7535529524994371       0.4398665639401087
10088       0.7673255921342039       0.4777065235258495
10089       0.7810982317689712       0.5155464831115901
10090       0.7948709019827627       0.5533865267123834
10091       0.8086435110385053       0.5912264022830718
10092       0.8224161812522968       0.6290664458838651
10093       0.8361887903080394       0.6669063214545532
10094       0.8499614605218309       0.7047463650553465
10095       0.8637340695775735       0.7425862406260346
10096       0.8775067397913650       0.7804262842268279
10097       0.8912793488471076       0.8182661597975163
10098       0.9050520190608990       0.8561062033983096
10099       0.9188246892746905       0.8939462469991029
10100       0.9325972983304331       0.9317861225697912
10101       0.9463699685442246       0.9696261661705845
10102       0.9601425775999672       1.0074660417412726
10103       0.9739152478137587       1.0453060853420659
10104       0.9876878568695013       1.0831459609127543
10226       0.5642140409463110       0.0373996175527032
10227       0.5779866805810783       0.0752395771384440
10228       0.5917593202158451       0.1130795367241846
10229       0.6055319598506124       0.1509194963099254
10230       0.6193045994853792       0.1887594558956662
10231       0.6330772391201465       0.2265994154814071
10232       0.6468498787549137       0.2644393750671477
10233       0.6606225183896806       0.3022793346528885
10234       0.6743951580244474       0.3401192942386293
10235       0.6881677976592147       0.3779592538243699
10236       0.7019404372939819       0.4157992134101107
10237       0.7157130769287487       0.4536391729958515
10238       0.7294857165635156       0.4914791325815924
10239       0.7432583561982828       0.5293190921673330
10240       0.7570310264120743       0.5671591357681263
10241       0.7708036354678169       0.6049990113388146
10242       0.7845763056816084       0.6428390549396079
10243       0.7983489147373510       0.6806789305102960
10244       0.8121215849511425       0.7185189741110893
10245       0.8258941940068851       0.7563588496817775
10246       0.8396668642206766       0.7941988932825708
10247       0.8534394732764192       0.8320387688532591
10248       0.8672121434902107       0.8698788124540524
10249       0.8809848137040022       0.9077188560548457
10250       0.8947574227597448       0.9455587316255341
10251       0.9085300929735363       0.9833987752263273
10252       0.9223027020292789       1.0212386507970153
10253       0.9360753722430704       1.0590786943978086
10254       0.9498479812988130       1.0969185699684969
10255       0.9636206515126045       1.1347586135692902
10256       0.9773932605683471       1.1725984891399786
10257       0.9911659307821385       1.2104385327407718
10375       0.5126013577107509       0.0133323281807536
10376       0.5263739973455177       0.0511722877664944
10377       0.5401466369802850       0.0890122473522352
10378       0.5539192766150518       0.1268522069379758
10379       0.5676919162498191       0.1646921665237167
10380       0.5814645558845859       0.2025321261094575
10381       0.5952371955193532       0.2403720856951983
10382       0.6090098351541204       0.2782120452809389
10383       0.6227824747888873       0.3160520048666797
10384       0.6365551144236541       0.3538919644524205
10385       0.6503277540584214       0.3917319240381612
10386       0.6641003936931886       0.4295718836239020
10387       0.6778730333279555       0.4674118432096428
10388       0.6916456729627223       0.5052518027953836
