1.000E-01 0.500E+00 0.400E+00 8.076E+04  1.750E+05 3.000E+04 1.000E+02 6.000E+03 2.000E+01 1.000E+02 3.350E+02 1.000E-06 1200
    1       0.0000000000000000       0.0000000000000000
    2       0.0526315756142139       0.0000000000000000
    3       0.1052631512284279       0.0000000000000000
    4       0.1578947305679321       0.0000000000000000
    5       0.2105263024568558       0.0000000000000000
    6       0.2631578743457794       0.0000000000000000
    7       0.3157894611358643       0.0000000000000000
    8       0.3684210181236267       0.0000000000000000
    9       0.4210526049137115       0.0000000000000000
   10       0.4736841917037964       0.0000000000000000
   11       0.5263157486915588       0.0000000000000000
   12       0.5789473056793213       0.0000000000000000
   13       0.6315789222717285       0.0000000000000000
   14       0.6842104792594910       0.0000000000000000
   15       0.7368420362472534       0.0000000000000000
   16       0.7894736528396606       0.0000000000000000
   17       0.8421052098274231       0.0000000000000000
   18       0.8947367668151855       0.0000000000000000
   19       0.9473683834075928       0.0000000000000000
   20       0.9999999403953552       0.0000000000000000
   21       0.0000000000000000       0.0508474577218294
   22       0.0526315756142139       0.0508474577218294
   23       0.1052631512284279       0.0508474577218294
   24       0.1578947305679321       0.0508474577218294
   25       0.2105263024568558       0.0508474577218294
   26       0.2631578743457794       0.0508474577218294
   27       0.3157894611358643       0.0508474577218294
   28       0.3684210181236267       0.0508474577218294
   29       0.4210526049137115       0.0508474577218294
   30       0.4736841917037964       0.0508474577218294
   31       0.5263157486915588       0.0508474577218294
   32       0.5789473056793213       0.0508474577218294
   33       0.6315789222717285       0.0508474577218294
   34       0.6842104792594910       0.0508474577218294
   35       0.7368420362472534       0.0508474577218294
   36       0.7894736528396606       0.0508474577218294
   37       0.8421052098274231       0.0508474577218294
   38       0.8947367668151855       0.0508474577218294
   39       0.9473683834075928       0.0508474577218294
   40       0.9999999403953552       0.0508474577218294
   41       0.0000000000000000       0.1016949154436588
   42       0.0526315756142139       0.1016949154436588
   43       0.1052631512284279       0.1016949154436588
   44       0.1578947305679321       0.1016949154436588
   45       0.2105263024568558       0.1016949154436588
   46       0.2631578743457794       0.1016949154436588
   47       0.3157894611358643       0.1016949154436588
   48       0.3684210181236267       0.1016949154436588
   49       0.4210526049137115       0.1016949154436588
   50       0.4736841917037964       0.1016949154436588
   51       0.5263157486915588       0.1016949154436588
